The operator was: HannesStefanSimon
The sample measure was: Cable
The sample was biased using: 10E-3 Amps
Comments:
0.42T

Tbefore	I+	V+	I-	V-	Tafter	Tbase	time
8.024500E+1	9.997970E-3	1.592640E-5	-1.000220E-2	5.202290E-5	8.024700E+1	8.234600E+1	5.856100E+1
8.025200E+1	9.998050E-3	1.831050E-5	-1.000220E-2	5.285740E-5	8.025400E+1	8.234400E+1	5.956200E+1
8.025200E+1	9.997910E-3	1.938340E-5	-1.000230E-2	5.054470E-5	8.025300E+1	8.234600E+1	6.056200E+1
8.025200E+1	9.998010E-3	1.592640E-5	-1.000230E-2	5.331040E-5	8.025300E+1	8.234500E+1	6.160300E+1
8.025500E+1	9.997950E-3	1.683240E-5	-1.000230E-2	4.923340E-5	8.025500E+1	8.234800E+1	6.256100E+1
8.025600E+1	9.997840E-3	1.511570E-5	-1.000220E-2	5.080700E-5	8.025800E+1	8.235100E+1	6.356100E+1
8.025600E+1	9.997870E-3	1.652240E-5	-1.000220E-2	5.059240E-5	8.025600E+1	8.234900E+1	6.456200E+1
8.025800E+1	9.997910E-3	1.630780E-5	-1.000220E-2	5.278590E-5	8.025800E+1	8.235600E+1	6.556100E+1
8.026000E+1	9.998000E-3	1.587870E-5	-1.000210E-2	4.897120E-5	8.026000E+1	8.235400E+1	6.656200E+1
8.026000E+1	9.997910E-3	1.790520E-5	-1.000210E-2	5.042550E-5	8.026200E+1	8.235500E+1	6.756100E+1
8.026600E+1	9.998030E-3	1.924040E-5	-1.000210E-2	5.173680E-5	8.026600E+1	8.235300E+1	6.856100E+1
8.026500E+1	9.998080E-3	1.690390E-5	-1.000200E-2	4.892350E-5	8.026500E+1	8.235500E+1	6.956000E+1
8.026900E+1	9.998080E-3	1.924040E-5	-1.000210E-2	5.049710E-5	8.027000E+1	8.235900E+1	7.056100E+1
8.027300E+1	9.998120E-3	1.869200E-5	-1.000210E-2	5.123620E-5	8.027200E+1	8.236000E+1	7.156100E+1
8.027400E+1	9.998130E-3	1.697540E-5	-1.000210E-2	5.340580E-5	8.027300E+1	8.235800E+1	7.256000E+1
8.027600E+1	9.998070E-3	1.921650E-5	-1.000210E-2	5.142690E-5	8.027700E+1	8.236000E+1	7.356000E+1
8.027800E+1	9.998020E-3	1.900200E-5	-1.000210E-2	4.880430E-5	8.028000E+1	8.236300E+1	7.456100E+1
8.028200E+1	9.998070E-3	2.000330E-5	-1.000210E-2	5.197530E-5	8.028300E+1	8.235900E+1	7.556100E+1
8.028400E+1	9.998080E-3	1.628400E-5	-1.000210E-2	5.044940E-5	8.028300E+1	8.236300E+1	7.656200E+1
8.028400E+1	9.998090E-3	1.885890E-5	-1.000210E-2	5.154610E-5	8.028500E+1	8.236400E+1	7.760300E+1
8.028800E+1	9.998060E-3	1.978870E-5	-1.000220E-2	5.123620E-5	8.028600E+1	8.236700E+1	7.856200E+1
8.029500E+1	9.998040E-3	1.819130E-5	-1.000220E-2	5.292890E-5	8.029300E+1	8.236700E+1	7.956200E+1
8.029200E+1	9.998070E-3	1.955030E-5	-1.000220E-2	5.104540E-5	8.029200E+1	8.236900E+1	8.056000E+1
8.029500E+1	9.998000E-3	1.924040E-5	-1.000220E-2	5.192760E-5	8.029600E+1	8.236700E+1	8.156100E+1
8.030100E+1	9.998040E-3	1.740460E-5	-1.000220E-2	5.068780E-5	8.029800E+1	8.237000E+1	8.256100E+1
8.030300E+1	9.997930E-3	2.102850E-5	-1.000220E-2	5.447860E-5	8.030500E+1	8.236900E+1	8.356000E+1
8.030600E+1	9.997910E-3	1.873970E-5	-1.000220E-2	5.316730E-5	8.030600E+1	8.236900E+1	8.456000E+1
8.030900E+1	9.997870E-3	1.857280E-5	-1.000220E-2	5.116460E-5	8.030900E+1	8.237200E+1	8.556100E+1
8.030900E+1	9.997960E-3	1.544950E-5	-1.000210E-2	5.240440E-5	8.031000E+1	8.237200E+1	8.656100E+1
8.031400E+1	9.997990E-3	1.859660E-5	-1.000210E-2	5.228520E-5	8.031400E+1	8.237100E+1	8.756100E+1
8.031700E+1	9.998030E-3	1.716610E-5	-1.000210E-2	5.052090E-5	8.031600E+1	8.237700E+1	8.856200E+1
8.031700E+1	9.997990E-3	1.766680E-5	-1.000210E-2	5.085470E-5	8.031700E+1	8.237300E+1	8.956000E+1
8.032500E+1	9.998010E-3	1.673700E-5	-1.000200E-2	5.223750E-5	8.032300E+1	8.238000E+1	9.056100E+1
8.032800E+1	9.997980E-3	1.950260E-5	-1.000210E-2	5.004410E-5	8.032800E+1	8.237700E+1	9.156100E+1
8.032900E+1	9.997940E-3	1.871590E-5	-1.000210E-2	5.033020E-5	8.033100E+1	8.237900E+1	9.260400E+1
8.033400E+1	9.997990E-3	1.697540E-5	-1.000220E-2	5.078320E-5	8.033100E+1	8.238200E+1	9.356000E+1
8.033500E+1	9.998010E-3	1.714230E-5	-1.000220E-2	5.357270E-5	8.033700E+1	8.238800E+1	9.456100E+1
8.034000E+1	9.998010E-3	1.511570E-5	-1.000210E-2	5.350110E-5	8.033800E+1	8.238500E+1	9.556100E+1
8.034300E+1	9.997930E-3	1.857280E-5	-1.000210E-2	5.393030E-5	8.034400E+1	8.238600E+1	9.656000E+1
8.034500E+1	9.997930E-3	1.614090E-5	-1.000210E-2	5.097390E-5	8.034600E+1	8.238600E+1	9.756100E+1
8.035000E+1	9.998000E-3	1.754760E-5	-1.000210E-2	5.021100E-5	8.035100E+1	8.238900E+1	9.856100E+1
8.034900E+1	9.997970E-3	1.633170E-5	-1.000210E-2	5.059240E-5	8.035000E+1	8.239200E+1	9.956200E+1
8.035400E+1	9.998010E-3	1.719000E-5	-1.000200E-2	5.099770E-5	8.035300E+1	8.239000E+1	1.005620E+2
8.036200E+1	9.998020E-3	1.816750E-5	-1.000200E-2	5.092620E-5	8.036200E+1	8.239100E+1	1.015610E+2
8.036300E+1	9.998060E-3	1.561640E-5	-1.000210E-2	5.104540E-5	8.036400E+1	8.239400E+1	1.025610E+2
8.036600E+1	9.998060E-3	1.764300E-5	-1.000210E-2	5.292890E-5	8.036600E+1	8.239400E+1	1.035600E+2
8.036700E+1	9.998110E-3	1.583100E-5	-1.000210E-2	5.064010E-5	8.036800E+1	8.239400E+1	1.045610E+2
8.037100E+1	9.998080E-3	1.988410E-5	-1.000200E-2	4.963870E-5	8.037200E+1	8.239700E+1	1.055600E+2
8.037200E+1	9.998110E-3	1.652240E-5	-1.000210E-2	5.171300E-5	8.037200E+1	8.239600E+1	1.065610E+2
8.037500E+1	9.998130E-3	1.711850E-5	-1.000200E-2	5.109310E-5	8.037600E+1	8.239600E+1	1.075610E+2
8.037800E+1	9.998160E-3	2.229210E-5	-1.000200E-2	5.183220E-5	8.038000E+1	8.240000E+1	1.086040E+2
8.038100E+1	9.998140E-3	1.714230E-5	-1.000210E-2	5.195140E-5	8.038400E+1	8.240200E+1	1.095620E+2
8.038600E+1	9.997970E-3	1.845360E-5	-1.000220E-2	5.178450E-5	8.038600E+1	8.240200E+1	1.105610E+2
8.039300E+1	9.998010E-3	1.802440E-5	-1.000220E-2	5.087850E-5	8.039400E+1	8.240300E+1	1.115610E+2
8.039600E+1	9.998070E-3	1.955030E-5	-1.000220E-2	5.199910E-5	8.039500E+1	8.240500E+1	1.125610E+2
8.039900E+1	9.998060E-3	1.711850E-5	-1.000210E-2	4.966260E-5	8.040000E+1	8.240500E+1	1.135620E+2
8.040500E+1	9.998020E-3	1.606940E-5	-1.000220E-2	5.083080E-5	8.040500E+1	8.240400E+1	1.145610E+2
8.040900E+1	9.998020E-3	2.017020E-5	-1.000220E-2	4.990100E-5	8.040900E+1	8.240900E+1	1.155610E+2
8.040700E+1	9.998030E-3	1.924040E-5	-1.000210E-2	5.156990E-5	8.040900E+1	8.240800E+1	1.165610E+2
8.041400E+1	9.997900E-3	1.833440E-5	-1.000220E-2	5.285740E-5	8.041200E+1	8.240800E+1	1.175600E+2
8.041600E+1	9.997950E-3	1.893040E-5	-1.000220E-2	5.171300E-5	8.041600E+1	8.241200E+1	1.185610E+2
8.042000E+1	9.998070E-3	1.697540E-5	-1.000220E-2	5.118850E-5	8.042100E+1	8.240800E+1	1.195610E+2
8.042200E+1	9.998070E-3	1.978870E-5	-1.000220E-2	5.345340E-5	8.042300E+1	8.241000E+1	1.205620E+2
8.042300E+1	9.998030E-3	1.826290E-5	-1.000220E-2	4.749300E-5	8.042600E+1	8.241200E+1	1.215610E+2
8.043200E+1	9.998070E-3	1.521110E-5	-1.000230E-2	5.123620E-5	8.043100E+1	8.241200E+1	1.225620E+2
8.043000E+1	9.998020E-3	1.523490E-5	-1.000210E-2	5.218980E-5	8.043300E+1	8.241500E+1	1.236050E+2
8.043800E+1	9.998000E-3	1.349450E-5	-1.000210E-2	4.763600E-5	8.043700E+1	8.241500E+1	1.245610E+2
8.044300E+1	9.998000E-3	1.678470E-5	-1.000220E-2	5.009170E-5	8.044400E+1	8.241500E+1	1.255610E+2
8.044700E+1	9.997970E-3	1.788140E-5	-1.000220E-2	4.892350E-5	8.044400E+1	8.241800E+1	1.265620E+2
8.044900E+1	9.997870E-3	1.842980E-5	-1.000220E-2	5.185600E-5	8.045000E+1	8.241800E+1	1.275600E+2
8.045300E+1	9.997930E-3	1.895430E-5	-1.000220E-2	5.044940E-5	8.045500E+1	8.242000E+1	1.285610E+2
8.045800E+1	9.997880E-3	1.759530E-5	-1.000210E-2	5.009170E-5	8.045600E+1	8.242600E+1	1.295610E+2
8.046200E+1	9.998010E-3	1.664160E-5	-1.000210E-2	5.002020E-5	8.046100E+1	8.242600E+1	1.305620E+2
8.046400E+1	9.997990E-3	1.564030E-5	-1.000220E-2	5.140300E-5	8.046500E+1	8.242600E+1	1.315600E+2
8.047000E+1	9.997990E-3	1.845360E-5	-1.000220E-2	5.202290E-5	8.046900E+1	8.242700E+1	1.325610E+2
8.047200E+1	9.997970E-3	1.583100E-5	-1.000220E-2	4.920960E-5	8.047300E+1	8.242600E+1	1.335620E+2
8.047300E+1	9.997920E-3	1.699920E-5	-1.000220E-2	5.049710E-5	8.047500E+1	8.242800E+1	1.345620E+2
8.048100E+1	9.997930E-3	1.869200E-5	-1.000220E-2	4.973410E-5	8.047800E+1	8.242600E+1	1.355610E+2
8.048400E+1	9.997970E-3	1.409050E-5	-1.000210E-2	4.999640E-5	8.048500E+1	8.242900E+1	1.365610E+2
8.048700E+1	9.997930E-3	1.511570E-5	-1.000210E-2	5.064010E-5	8.048800E+1	8.243400E+1	1.375620E+2
8.048800E+1	9.997960E-3	1.721380E-5	-1.000210E-2	4.918580E-5	8.048800E+1	8.243400E+1	1.385610E+2
8.049500E+1	9.997910E-3	1.847740E-5	-1.000220E-2	5.156990E-5	8.049300E+1	8.243200E+1	1.396040E+2
8.049700E+1	9.997940E-3	1.671310E-5	-1.000220E-2	5.331040E-5	8.049900E+1	8.243700E+1	1.405620E+2
8.050300E+1	9.997980E-3	1.742840E-5	-1.000210E-2	5.064010E-5	8.050100E+1	8.243500E+1	1.415610E+2
8.050400E+1	9.998070E-3	1.685620E-5	-1.000210E-2	4.961490E-5	8.050200E+1	8.243700E+1	1.425610E+2
8.050700E+1	9.998020E-3	1.845360E-5	-1.000210E-2	5.364420E-5	8.050700E+1	8.243500E+1	1.435610E+2
8.051200E+1	9.998070E-3	1.788140E-5	-1.000220E-2	4.899500E-5	8.051000E+1	8.243800E+1	1.445600E+2
8.051300E+1	9.998020E-3	1.940730E-5	-1.000210E-2	5.042550E-5	8.051300E+1	8.244100E+1	1.455610E+2
8.052400E+1	9.998080E-3	1.809600E-5	-1.000210E-2	5.052090E-5	8.052300E+1	8.244200E+1	1.465620E+2
8.052300E+1	9.998030E-3	1.642700E-5	-1.000220E-2	5.393030E-5	8.052300E+1	8.244200E+1	1.475620E+2
8.052500E+1	9.998050E-3	1.764300E-5	-1.000210E-2	5.457400E-5	8.052600E+1	8.244600E+1	1.485600E+2
8.053400E+1	9.998060E-3	1.468660E-5	-1.000210E-2	5.278590E-5	8.053400E+1	8.244700E+1	1.495610E+2
8.053800E+1	9.997980E-3	1.759530E-5	-1.000220E-2	5.190370E-5	8.053900E+1	8.244200E+1	1.505620E+2
8.054300E+1	9.998040E-3	1.795290E-5	-1.000220E-2	5.037780E-5	8.054500E+1	8.244700E+1	1.516030E+2
8.054900E+1	9.998090E-3	1.835820E-5	-1.000210E-2	5.106930E-5	8.054900E+1	8.245000E+1	1.525600E+2
8.055200E+1	9.998070E-3	1.604560E-5	-1.000210E-2	4.975800E-5	8.055200E+1	8.245000E+1	1.535610E+2
8.055700E+1	9.998130E-3	1.907350E-5	-1.000210E-2	5.090240E-5	8.055400E+1	8.244800E+1	1.546040E+2
8.055900E+1	9.997980E-3	1.912120E-5	-1.000220E-2	4.813670E-5	8.056200E+1	8.245100E+1	1.555620E+2
8.056800E+1	9.998070E-3	1.728530E-5	-1.000210E-2	4.978180E-5	8.056700E+1	8.245300E+1	1.565620E+2
8.057200E+1	9.998010E-3	1.850130E-5	-1.000210E-2	5.171300E-5	8.057400E+1	8.245100E+1	1.575600E+2
8.057600E+1	9.998010E-3	1.404290E-5	-1.000210E-2	4.930500E-5	8.057900E+1	8.245500E+1	1.585610E+2
8.058200E+1	9.998100E-3	1.668930E-5	-1.000210E-2	5.002020E-5	8.058200E+1	8.245500E+1	1.595620E+2
8.058600E+1	9.998040E-3	1.516340E-5	-1.000210E-2	4.756450E-5	8.058800E+1	8.245600E+1	1.605600E+2
8.058900E+1	9.998000E-3	1.480580E-5	-1.000210E-2	4.835130E-5	8.059100E+1	8.245400E+1	1.615600E+2
8.059500E+1	9.998070E-3	1.342300E-5	-1.000210E-2	5.123620E-5	8.059500E+1	8.245900E+1	1.625610E+2
8.059600E+1	9.998040E-3	1.826290E-5	-1.000210E-2	4.751680E-5	8.059700E+1	8.246000E+1	1.635620E+2
8.060300E+1	9.998110E-3	1.547340E-5	-1.000210E-2	5.006790E-5	8.060400E+1	8.245900E+1	1.645610E+2
8.060700E+1	9.998060E-3	1.590250E-5	-1.000210E-2	4.868510E-5	8.060700E+1	8.246200E+1	1.655610E+2
8.061300E+1	9.998120E-3	1.568790E-5	-1.000210E-2	4.897120E-5	8.061400E+1	8.246200E+1	1.665610E+2
8.061400E+1	9.998110E-3	1.649860E-5	-1.000220E-2	4.847050E-5	8.061600E+1	8.245900E+1	1.675600E+2
8.062500E+1	9.998110E-3	1.702310E-5	-1.000220E-2	4.899500E-5	8.062400E+1	8.246200E+1	1.685610E+2
8.062600E+1	9.998100E-3	1.552100E-5	-1.000210E-2	4.844670E-5	8.062700E+1	8.246500E+1	1.695620E+2
8.063100E+1	9.998070E-3	1.976490E-5	-1.000220E-2	4.959110E-5	8.063100E+1	8.246700E+1	1.706040E+2
8.063600E+1	9.998060E-3	1.606940E-5	-1.000210E-2	5.187990E-5	8.064000E+1	8.247000E+1	1.715600E+2
8.063600E+1	9.998060E-3	1.797680E-5	-1.000210E-2	5.054470E-5	8.063600E+1	8.247200E+1	1.725610E+2
8.064300E+1	9.998160E-3	1.485350E-5	-1.000210E-2	5.033020E-5	8.064300E+1	8.247100E+1	1.735610E+2
8.064300E+1	9.998090E-3	1.838210E-5	-1.000210E-2	5.443100E-5	8.064400E+1	8.246900E+1	1.745610E+2
8.065000E+1	9.998110E-3	1.733300E-5	-1.000220E-2	5.197530E-5	8.064900E+1	8.247300E+1	1.755610E+2
8.065300E+1	9.998080E-3	1.852510E-5	-1.000220E-2	5.104540E-5	8.065600E+1	8.247300E+1	1.765620E+2
8.066200E+1	9.998050E-3	1.719000E-5	-1.000210E-2	5.028250E-5	8.066000E+1	8.247700E+1	1.775610E+2
8.066300E+1	9.998130E-3	1.609330E-5	-1.000210E-2	5.490780E-5	8.066500E+1	8.247800E+1	1.785610E+2
8.066800E+1	9.998020E-3	2.081390E-5	-1.000200E-2	4.811290E-5	8.066900E+1	8.247700E+1	1.795610E+2
8.067400E+1	9.998100E-3	1.771450E-5	-1.000210E-2	5.156990E-5	8.067200E+1	8.248100E+1	1.805600E+2
8.067500E+1	9.998170E-3	2.143380E-5	-1.000200E-2	5.278590E-5	8.067500E+1	8.248000E+1	1.815610E+2
8.067800E+1	9.998170E-3	2.083780E-5	-1.000200E-2	5.276200E-5	8.068200E+1	8.248300E+1	1.825620E+2
8.068200E+1	9.998110E-3	1.974110E-5	-1.000210E-2	5.176070E-5	8.068400E+1	8.248500E+1	1.835620E+2
8.068900E+1	9.998060E-3	1.845360E-5	-1.000220E-2	5.309580E-5	8.068900E+1	8.248700E+1	1.845600E+2
8.069200E+1	9.997970E-3	1.909730E-5	-1.000210E-2	5.002020E-5	8.069300E+1	8.248800E+1	1.856030E+2
8.069600E+1	9.997960E-3	1.666550E-5	-1.000210E-2	5.204680E-5	8.069600E+1	8.248700E+1	1.865620E+2
8.070000E+1	9.998000E-3	1.957420E-5	-1.000210E-2	5.273820E-5	8.069900E+1	8.249000E+1	1.875600E+2
8.070500E+1	9.998000E-3	1.707080E-5	-1.000210E-2	4.889970E-5	8.070600E+1	8.249100E+1	1.885600E+2
8.071000E+1	9.998010E-3	1.544950E-5	-1.000220E-2	4.954340E-5	8.070800E+1	8.249200E+1	1.895610E+2
8.071500E+1	9.997920E-3	1.852510E-5	-1.000220E-2	5.204680E-5	8.071400E+1	8.249000E+1	1.905600E+2
8.071800E+1	9.998020E-3	1.518730E-5	-1.000220E-2	4.837510E-5	8.072000E+1	8.249400E+1	1.915610E+2
8.072100E+1	9.998010E-3	1.409050E-5	-1.000210E-2	4.842280E-5	8.072000E+1	8.249400E+1	1.925620E+2
8.072300E+1	9.997920E-3	1.447200E-5	-1.000210E-2	4.565720E-5	8.072700E+1	8.249700E+1	1.935620E+2
8.073100E+1	9.997910E-3	1.664160E-5	-1.000220E-2	5.173680E-5	8.073100E+1	8.249400E+1	1.945610E+2
8.073700E+1	9.997900E-3	1.614090E-5	-1.000210E-2	4.935260E-5	8.073400E+1	8.249800E+1	1.955620E+2
8.074100E+1	9.998000E-3	1.697540E-5	-1.000210E-2	4.940030E-5	8.074200E+1	8.250100E+1	1.965600E+2
8.074600E+1	9.997970E-3	1.678470E-5	-1.000210E-2	5.009170E-5	8.074600E+1	8.249800E+1	1.975600E+2
8.075000E+1	9.998010E-3	1.719000E-5	-1.000200E-2	4.932880E-5	8.075200E+1	8.250400E+1	1.985610E+2
8.075500E+1	9.998000E-3	1.506810E-5	-1.000210E-2	5.116460E-5	8.075700E+1	8.250400E+1	1.995610E+2
8.076000E+1	9.997960E-3	1.845360E-5	-1.000200E-2	4.892350E-5	8.075900E+1	8.250200E+1	2.005600E+2
8.076600E+1	9.997990E-3	1.940730E-5	-1.000210E-2	5.056860E-5	8.076500E+1	8.250500E+1	2.016180E+2
8.077100E+1	9.997960E-3	1.900200E-5	-1.000210E-2	5.071160E-5	8.077200E+1	8.250300E+1	2.025610E+2
8.077300E+1	9.997890E-3	1.809600E-5	-1.000210E-2	5.042550E-5	8.077600E+1	8.250700E+1	2.035620E+2
8.078000E+1	9.997910E-3	1.845360E-5	-1.000210E-2	5.087850E-5	8.078100E+1	8.250900E+1	2.045600E+2
8.078500E+1	9.997980E-3	2.012250E-5	-1.000210E-2	5.238060E-5	8.078300E+1	8.250900E+1	2.055610E+2
8.078700E+1	9.997910E-3	1.754760E-5	-1.000210E-2	5.066390E-5	8.078700E+1	8.251200E+1	2.065610E+2
8.079200E+1	9.997940E-3	1.857280E-5	-1.000210E-2	5.075930E-5	8.079200E+1	8.251300E+1	2.075620E+2
8.079700E+1	9.998020E-3	1.864430E-5	-1.000210E-2	4.980560E-5	8.079700E+1	8.251400E+1	2.085610E+2
8.080000E+1	9.998000E-3	1.606940E-5	-1.000220E-2	5.202290E-5	8.080000E+1	8.251700E+1	2.095620E+2
8.080600E+1	9.997950E-3	1.635550E-5	-1.000210E-2	5.121230E-5	8.080700E+1	8.251700E+1	2.105620E+2
8.081100E+1	9.997960E-3	1.749990E-5	-1.000210E-2	5.059240E-5	8.081100E+1	8.251900E+1	2.115600E+2
8.081400E+1	9.998040E-3	1.752380E-5	-1.000210E-2	5.300050E-5	8.081500E+1	8.251800E+1	2.125610E+2
8.081500E+1	9.998070E-3	1.661780E-5	-1.000200E-2	5.280970E-5	8.081700E+1	8.251400E+1	2.135620E+2
8.081900E+1	9.998070E-3	1.842980E-5	-1.000210E-2	5.366800E-5	8.081900E+1	8.252300E+1	2.145600E+2
8.082700E+1	9.998000E-3	1.671310E-5	-1.000210E-2	5.607600E-5	8.082800E+1	8.252200E+1	2.155600E+2
8.083100E+1	9.997920E-3	1.671310E-5	-1.000210E-2	5.354880E-5	8.083200E+1	8.252200E+1	2.166050E+2
8.083400E+1	9.998000E-3	1.957420E-5	-1.000200E-2	5.035400E-5	8.083600E+1	8.252500E+1	2.175610E+2
8.083900E+1	9.997960E-3	1.759530E-5	-1.000210E-2	5.025860E-5	8.084000E+1	8.252600E+1	2.185620E+2
8.084400E+1	9.998000E-3	1.590250E-5	-1.000210E-2	4.971030E-5	8.084700E+1	8.252800E+1	2.195600E+2
